Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
45123;4009.00;2290.79;1;32;2;"1X-2X черный с бирюзовым,1X-2X черный с розовым,3X-4X черный с розовым,3X-4X черный с бирюзовым";RUB;RUB
45127;2744.00;1524.64;1;18;2;"XL-1X-2X черный,XL-1X-2X розовый";RUB;RUB
45129;4545.00;2597.25;1;15;2;"XL-1X-2X черный,XL-1X-2X белый";RUB;RUB
45131;3572.00;1984.33;1;14;2;"XL-1X-2X черный с розовым,XL-1X-2X черный с красным";RUB;RUB
45133;3296.00;1831.10;1;9;2;"XL-1X-2X черный";RUB;RUB
45134;3020.00;1677.87;1;7;2;"XL-1X-2X белый";RUB;RUB
45135;4277.00;2444.02;1;9;1;"XL-1X-2X белый";RUB;RUB
45136;3741.00;2137.56;1;8;2;"S-M-L черный с белым";RUB;RUB
45137;2469.00;1371.41;1;5;2;"S-M-L сиреневый";RUB;RUB
45138;2469.00;1371.41;1;20;2;"S-M-L розовый,S-M-L желтый";RUB;RUB
45140;2744.00;1524.64;1;12;2;"S-M-L черный,S-M-L бирюзовый";RUB;RUB
45143;2744.00;1524.64;1;19;2;"S-M-L черный,S-M-L розовый";RUB;RUB
45145;2469.00;1371.41;1;12;2;"S-M-L черный,S-M-L розовый";RUB;RUB
45147;3020.00;1677.87;1;23;1;"S-M-L фуксия,S-M-L бирюзовый,S-M-L серебро";RUB;RUB
45150;2744.00;1524.64;1;3;2;"S-M-L черный";RUB;RUB
45151;4009.00;2290.79;1;9;1;"S-M-L черный,S-M-L белый";RUB;RUB
45153;3020.00;1677.87;1;9;2;"S-M-L черный";RUB;RUB
45154;2758.00;1532.30;1;1;1;"S-M-L черный";RUB;RUB
45155;3020.00;1677.87;1;18;2;"S-M-L черный с розовым,S-M-L черный с красным";RUB;RUB
45157;3020.00;1677.87;1;9;2;"S-M-L черный";RUB;RUB
45158;2193.00;1218.18;1;4;2;"S-M-L синий";RUB;RUB
45159;3020.00;1677.87;1;1;2;"S-M-L черный";RUB;RUB
45160;2744.00;1524.64;1;7;2;"S-M-L белый";RUB;RUB
45161;2744.00;1524.64;1;7;2;"S-M-L черный";RUB;RUB
45162;2744.00;1524.64;1;9;2;"S-M-L черный";RUB;RUB
45163;3741.00;2137.56;1;3;2;"S-M-L леопард";RUB;RUB
45164;3572.00;1984.33;1;6;2;"S-M-L черный";RUB;RUB
45179;2193.00;1218.18;1;7;2;"S-M-L черный";RUB;RUB
45180;1441.00;758.49;1;19;2;"S-M-L черный";RUB;RUB
45181;2193.00;1218.18;1;8;2;"S-M-L черный";RUB;RUB
45182;904.00;452.03;1;22;2;"S-M-L черный";RUB;RUB
45183;1917.00;1064.95;1;17;2;"S-M-L черный";RUB;RUB
45186;990.00;521.00;1;6;1;;RUB;RUB
45187;1327.00;698.40;0;0;3;;RUB;RUB
45188;1040.00;547.24;1;52;2;черный;RUB;RUB
45189;1040.00;547.24;1;3;1;черный;RUB;RUB
45190;1040.00;547.24;1;67;2;черный;RUB;RUB
45192;6174.00;3527.89;1;7;2;телесный;RUB;RUB
45193;2759.00;1532.60;1;1;2;розовый;RUB;RUB
45194;3249.00;1805.17;1;1;2;бирюзовый;RUB;RUB
45195;3249.00;1805.17;1;3;2;фиолетовый;RUB;RUB
45198;4206.00;2403.66;0;0;3;;RUB;RUB
45199;2759.00;1532.60;1;5;2;фиолетовый;RUB;RUB
45200;3183.00;1768.31;1;9;2;телесный;RUB;RUB
45219;1786.00;939.77;0;0;3;;RUB;RUB
45221;2438.00;1354.22;0;0;3;;RUB;RUB
45228;2818.00;1565.73;1;2;2;"XL-1X-2X черный";RUB;RUB
45232;2630.00;1461.30;0;0;3;;RUB;RUB
45236;1666.00;876.78;0;0;3;;RUB;RUB
45238;1685.00;886.86;0;0;3;;RUB;RUB
45244;830.00;414.85;0;0;3;;RUB;RUB
45245;1095.00;576.27;1;10;2;;RUB;RUB
45246;1889.00;994.06;1;89;2;;RUB;RUB
45247;2961.00;1645.21;1;117;1;;RUB;RUB
45248;5638.00;3221.79;1;36;2;;RUB;RUB
45249;615.00;273.30;1;210;2;;RUB;RUB
45250;1108.00;583.21;1;128;1;;RUB;RUB
45251;2361.00;1311.83;0;0;3;;RUB;RUB
45252;868.00;434.15;1;121;2;;RUB;RUB
45253;4542.00;2595.60;1;4;2;фиолетовый;RUB;RUB
45255;3763.00;2150.40;0;0;3;;RUB;RUB
45256;3513.00;2007.60;1;5;2;розовый;RUB;RUB
45257;4836.00;2763.60;1;3;2;розовый;RUB;RUB
45258;1899.00;999.60;1;5;2;синий;RUB;RUB
45259;3311.00;1839.60;1;6;2;розовый;RUB;RUB
45260;638.00;319.20;1;2;2;розовый;RUB;RUB
45261;1580.00;831.60;1;3;2;фиолетовый;RUB;RUB
45262;638.00;319.20;0;0;3;;RUB;RUB
45263;1580.00;831.60;0;0;3;;RUB;RUB
45264;1899.00;999.60;1;9;2;синий;RUB;RUB
45268;2218.00;1232.03;0;0;3;;RUB;RUB
45269;2059.00;1143.84;0;0;3;;RUB;RUB
45278;2073.00;1151.40;0;0;3;;RUB;RUB
45285;674.00;299.69;0;0;3;;RUB;RUB
45286;674.00;299.69;0;0;3;;RUB;RUB
45292;1585.00;834.02;0;0;3;;RUB;RUB
45305;857.00;428.31;1;3;2;черный;RUB;RUB
45307;3256.00;1808.99;1;2;2;"S-M красный";RUB;RUB
45309;1898.00;1054.40;1;5;2;"S-M красный с белым";RUB;RUB
45311;2315.00;1286.19;1;2;2;"S-M черный";RUB;RUB
45312;2158.00;1198.70;0;0;3;;RUB;RUB
45315;2410.00;1338.64;0;0;3;;RUB;RUB
45334;1700.00;894.83;1;88;2;телесный;RUB;RUB
45338;1700.00;894.83;1;26;2;телесный;RUB;RUB
45341;2223.00;1235.00;1;4;1;черный;RUB;RUB
45342;3709.00;2119.45;1;3;2;телесный;RUB;RUB
45343;769.00;384.56;0;0;3;;RUB;RUB
45346;999.00;525.74;0;0;3;;RUB;RUB
45347;1292.00;679.97;1;1;2;черный;RUB;RUB
45348;1530.00;805.39;0;0;3;;RUB;RUB
45354;1892.00;1051.25;0;0;3;;RUB;RUB
45355;1047.00;551.06;0;0;3;;RUB;RUB
45356;1530.00;805.39;1;10;2;прозрачный;RUB;RUB
45359;1734.00;912.65;0;0;3;;RUB;RUB
45361;668.00;296.72;1;19;2;черный;RUB;RUB
45362;1208.00;635.84;0;0;3;;RUB;RUB
45363;1908.00;1059.73;0;0;3;;RUB;RUB
45366;1111.00;584.97;1;5;2;черный;RUB;RUB
45367;1111.00;584.97;1;14;2;красный;RUB;RUB
45368;4228.00;2416.17;0;0;3;;RUB;RUB
45369;1047.00;551.06;1;10;2;черный;RUB;RUB
45370;1595.00;839.30;1;18;2;черный;RUB;RUB
45377;1784.00;939.19;0;0;3;;RUB;RUB
45383;1485.00;781.82;0;0;3;;RUB;RUB
45385;4510.00;2577.29;0;0;3;;RUB;RUB
45388;2731.00;1517.16;1;12;2;розовый;RUB;RUB
45389;1420.00;747.46;1;24;1;;RUB;RUB
45390;2420.00;1344.42;1;16;2;;RUB;RUB
45391;1487.00;782.71;1;8;1;;RUB;RUB
45392;2434.00;1351.95;1;198;1;;RUB;RUB
45394;1921.00;1067.33;1;8;1;;RUB;RUB
45395;1921.00;1067.33;1;24;1;;RUB;RUB
45397;1388.00;730.46;1;10;2;"S-M-L белый";RUB;RUB
45399;2003.00;1112.99;0;0;3;;RUB;RUB
45400;1667.00;877.18;1;8;2;"S-M-L черный";RUB;RUB
45401;1448.00;761.90;0;0;3;;RUB;RUB
45402;1507.00;793.34;0;0;3;;RUB;RUB
45403;1961.00;1089.61;0;0;3;;RUB;RUB
45404;1507.00;793.34;0;0;3;;RUB;RUB
45405;1621.00;853.07;0;0;3;;RUB;RUB
45406;171.00;57.00;1;51;1;;RUB;RUB
45407;171.00;57.00;1;18;1;;RUB;RUB
45408;171.00;57.00;1;36;1;;RUB;RUB
45409;1507.00;793.34;1;1;2;"S-M-L черный";RUB;RUB
45410;1414.00;744.08;0;0;3;;RUB;RUB
45411;1388.00;730.46;0;0;3;;RUB;RUB
45412;2085.00;1158.44;0;0;3;;RUB;RUB
45413;2179.00;1210.39;0;0;3;;RUB;RUB
45414;933.00;466.36;0;0;3;;RUB;RUB
45415;2085.00;1158.44;0;0;3;;RUB;RUB
45416;1352.00;711.59;0;0;3;;RUB;RUB
45417;1919.00;1066.23;0;0;3;;RUB;RUB
45418;1577.00;830.02;0;0;3;;RUB;RUB
45419;1477.00;777.62;1;2;2;"S-M-L черный";RUB;RUB
45420;1581.00;832.11;0;0;3;;RUB;RUB
45421;1507.00;793.34;0;0;3;;RUB;RUB
45422;1537.00;809.06;0;0;3;;RUB;RUB
45423;1477.00;777.62;1;1;2;"S-M-L черный";RUB;RUB
45424;1543.00;812.20;0;0;3;;RUB;RUB
45425;1543.00;812.20;0;0;3;;RUB;RUB
45426;2881.00;1600.50;1;670;2;прозрачный;RUB;RUB
45427;1720.00;905.01;1;479;2;прозрачный;RUB;RUB
45428;1565.00;823.53;1;48;2;прозрачный;RUB;RUB
45429;1023.00;538.35;1;372;2;голубой;RUB;RUB
45430;1023.00;538.35;0;0;3;;RUB;RUB
45431;1023.00;538.35;1;432;2;фиолетовый;RUB;RUB
45432;1023.00;538.35;1;445;2;красный;RUB;RUB
45433;1023.00;538.35;0;0;3;;RUB;RUB
45434;2210.00;1228.02;1;630;2;прозрачный;RUB;RUB
45435;390.00;144.53;0;0;3;;RUB;RUB
45436;2003.00;1112.99;0;0;3;;RUB;RUB
45437;1507.00;793.34;0;0;3;;RUB;RUB
45438;1537.00;809.06;0;0;3;;RUB;RUB
45439;1388.00;730.46;0;0;3;;RUB;RUB
45440;1418.00;746.18;0;0;3;;RUB;RUB
45441;1507.00;793.34;1;1;2;"S-M-L белый";RUB;RUB
45442;3596.00;1997.54;1;25;2;"S-M черный,L-XL черный";RUB;RUB
45443;2983.00;1656.99;1;13;2;"S черный,M черный";RUB;RUB
45444;3059.00;1699.69;1;18;1;"S-M черный,L-XL черный";RUB;RUB
45445;2737.00;1520.78;1;30;2;"S-M черный,L-XL черный";RUB;RUB
45446;3543.00;1968.06;1;19;2;"S-M черный";RUB;RUB
45447;3059.00;1699.69;1;11;2;"S-M черный";RUB;RUB
45448;5167.00;2952.84;1;7;2;"S-M черный";RUB;RUB
45449;2979.00;1654.96;1;18;2;"M красный,S красный,S черный,S белый";RUB;RUB
45452;5058.00;2890.08;1;33;2;"S-M черный,L-XL черный";RUB;RUB
45453;3543.00;1968.06;1;18;2;"S красный,S черный,S белый";RUB;RUB
45456;2909.00;1616.33;1;35;2;"S-M черный,L-XL черный";RUB;RUB
45457;5479.00;3131.00;1;8;2;"S-M черный,L-XL черный";RUB;RUB
45458;5479.00;3131.00;1;4;2;"S-M черный";RUB;RUB
45459;3522.00;2012.79;1;5;2;"S-M черный";RUB;RUB
45460;3596.00;1997.54;1;42;2;"S черный,M черный,L черный,XL черный";RUB;RUB
45461;3521.00;1955.86;1;11;2;"S черный,M черный";RUB;RUB
45462;3543.00;1968.06;1;10;2;"M красный,S красный,S черный,M черный,S белый";RUB;RUB
45465;5941.00;3395.00;1;60;2;"S черный,M черный,XL черный";RUB;RUB
45466;3140.00;1744.42;1;9;2;черный;RUB;RUB
45467;2979.00;1654.96;1;24;2;"M розовый,S розовый,S черный,M черный,L черный,M красный,S красный";RUB;RUB
45470;3140.00;1744.42;1;41;2;"S черный,M черный,L черный";RUB;RUB
45471;5323.00;3041.55;1;30;2;"S-M черный,L-XL черный";RUB;RUB
45472;3720.00;2125.63;1;11;2;"S черный,L черный";RUB;RUB
45473;3679.00;2102.24;1;26;2;"S-M черный,L-XL черный";RUB;RUB
45474;3679.00;2102.24;1;6;2;"S-M черный";RUB;RUB
45475;3679.00;2102.24;1;2;2;"S черный с серым";RUB;RUB
45476;3720.00;2125.63;1;40;2;"S-M черный,L-XL черный";RUB;RUB
45477;3543.00;1968.06;1;40;2;"S-M черный,L-XL черный";RUB;RUB
45478;3720.00;2125.63;1;18;2;"S белый,S черный,L черный,L белый";RUB;RUB
45480;3805.00;2174.31;1;7;2;"S черный";RUB;RUB
45481;1530.00;805.12;1;25;2;"S-M черный,L-XL черный";RUB;RUB
45482;2979.00;1654.96;1;40;2;"S-M черный,L-XL черный";RUB;RUB
45483;2741.00;1522.80;1;11;2;"M красный,S красный,L черный,M белый";RUB;RUB
45486;2415.00;1341.86;1;9;2;"S черный,M черный,L черный";RUB;RUB
45487;2737.00;1520.78;1;14;2;"M красный,S красный,S черный,L черный";RUB;RUB
45490;2979.00;1654.96;1;11;2;"S черный,M черный,L черный";RUB;RUB
45491;2833.00;1573.63;1;15;2;"S красный,S черный,S белый";RUB;RUB
45494;3462.00;1923.34;1;9;2;"S красный,S белый";RUB;RUB
45497;3914.00;2236.43;1;7;2;"S красный,S черный,M черный";RUB;RUB
45500;2898.00;1610.23;1;3;2;черный;RUB;RUB
45501;2415.00;1341.86;1;3;2;"S разноцветный,M разноцветный";RUB;RUB
45502;3522.00;2012.79;1;23;2;"S-M черный,L-XL черный";RUB;RUB
45503;3679.00;2102.24;0;0;3;;RUB;RUB
45506;2106.00;1169.82;1;6;2;белый;RUB;RUB
45507;1505.00;792.25;0;0;3;;RUB;RUB
45509;745.00;372.74;0;0;3;;RUB;RUB
45510;723.00;361.56;0;0;3;;RUB;RUB
45511;651.00;325.54;1;48;2;фиолетовый;RUB;RUB
45512;619.00;309.42;1;54;1;розовый;RUB;RUB
45513;632.00;280.89;1;68;2;голубой;RUB;RUB
45515;739.00;369.72;1;89;2;голубой;RUB;RUB
45516;739.00;369.72;1;101;2;розовый;RUB;RUB
45517;632.00;280.89;1;113;2;фиолетовый;RUB;RUB
45519;535.00;237.68;1;41;2;розовый;RUB;RUB
45521;739.00;369.72;1;30;2;телесный;RUB;RUB
45522;640.00;319.78;1;34;2;телесный;RUB;RUB
45523;739.00;369.72;0;0;3;;RUB;RUB
45524;632.00;280.89;0;0;3;;RUB;RUB
45525;1119.00;589.15;1;30;2;телесный;RUB;RUB
45526;792.00;396.13;0;0;3;;RUB;RUB
45528;2031.00;1128.16;1;16;2;красный;RUB;RUB
45529;2031.00;1128.16;1;22;2;красный;RUB;RUB
45531;3315.00;1841.86;1;12;2;телесный;RUB;RUB
45532;1698.00;893.83;0;0;3;;RUB;RUB
45533;2502.00;1390.04;0;0;3;;RUB;RUB
45534;1303.00;685.65;1;16;2;телесный;RUB;RUB
45535;3517.00;2009.81;0;0;3;;RUB;RUB
45536;1711.00;900.29;1;7;2;розовый;RUB;RUB
45538;862.00;431.17;1;55;2;фиолетовый;RUB;RUB
45539;2772.00;1539.85;1;11;2;черный;RUB;RUB
45540;6794.00;3882.02;1;10;2;лиловый;RUB;RUB
45541;1375.00;723.59;1;56;2;розовый;RUB;RUB
45542;1810.00;1005.30;1;6;2;фиолетовый;RUB;RUB
45543;2241.00;1245.14;0;0;3;;RUB;RUB
45544;2069.00;1149.21;1;48;2;фиолетовый;RUB;RUB
45545;1398.00;735.59;1;20;2;телесный;RUB;RUB
45547;1398.00;735.59;1;24;1;фиолетовый;RUB;RUB
45549;716.00;358.19;1;5;2;серебро;RUB;RUB
45550;1072.00;564.18;0;0;3;;RUB;RUB
45551;1072.00;564.18;1;13;2;телесный;RUB;RUB
45552;1092.00;574.60;1;97;2;телесный;RUB;RUB
45553;902.00;450.87;1;67;2;коричневый;RUB;RUB
45555;1177.00;619.39;1;48;2;розовый;RUB;RUB
45557;940.00;470.07;1;38;2;телесный;RUB;RUB
45560;708.00;353.88;0;0;3;;RUB;RUB
45561;708.00;353.88;1;450;2;серебро;RUB;RUB
45562;1811.00;1005.92;1;40;2;черный;RUB;RUB
45564;767.00;383.64;0;0;3;;RUB;RUB
45565;2462.00;1367.95;1;60;2;фиолетовый;RUB;RUB
45567;783.00;391.33;1;59;1;розовый;RUB;RUB
45575;624.00;277.53;1;105;2;черный;RUB;RUB
45576;1132.00;595.88;1;29;2;черный;RUB;RUB
45577;522.00;193.51;1;27;2;розовый;RUB;RUB
45583;834.00;416.77;1;49;2;черный;RUB;RUB
45584;1766.00;929.29;1;3;1;;RUB;RUB
45585;1368.00;719.75;1;21;2;телесный;RUB;RUB
45586;2700.00;1499.99;0;0;3;;RUB;RUB
45587;990.00;520.97;1;49;2;фиолетовый;RUB;RUB
45589;5866.00;3352.23;1;4;2;"красный с черным";RUB;RUB
45590;5732.00;3275.50;0;0;3;;RUB;RUB
45594;3538.00;2021.75;1;41;2;телесный;RUB;RUB
45598;1999.00;1110.65;1;3;2;телесный;RUB;RUB
45600;1469.00;773.09;1;3;2;прозрачный;RUB;RUB
45601;1673.00;880.76;0;0;3;;RUB;RUB
45603;1581.00;832.20;0;0;3;;RUB;RUB
45605;3005.00;1669.37;0;0;3;;RUB;RUB
45608;2196.00;1220.26;1;1;2;красный;RUB;RUB
45610;2303.00;1279.24;1;4;2;"L-XL черный,S-M черный";RUB;RUB
45611;2585.00;1436.36;1;5;2;"L-XL черный";RUB;RUB
45613;5117.00;2924.10;1;6;2;фиолетовый;RUB;RUB
45614;3980.00;2274.30;1;30;2;розовый;RUB;RUB
45616;1634.00;859.75;0;0;3;;RUB;RUB
45617;1668.00;877.85;1;1;2;прозрачный;RUB;RUB
45619;4064.00;2322.18;1;3;2;фиолетовый;RUB;RUB
45620;1668.00;877.85;0;0;3;;RUB;RUB
45622;1912.00;1062.10;1;30;2;телесный;RUB;RUB
45623;1912.00;1062.10;1;30;2;телесный;RUB;RUB
45624;1451.00;763.80;0;0;3;;RUB;RUB
45625;6949.00;3971.00;1;30;2;телесный;RUB;RUB
45626;6386.00;3649.14;1;30;2;телесный;RUB;RUB
45627;1482.00;779.88;0;0;3;;RUB;RUB
45628;1912.00;1062.10;1;30;2;телесный;RUB;RUB
